PUID_SIX,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,COURSE_IDENTIFICATION,COURSE_REFERENCE_NUMBER,Prior_Term_GPA_Term,Prior_Term_GPA_Term_Desc,Prior_Term_GPA_Term_Level,GPA
138294,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.62857143
138304,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.88421053
138305,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.21052632
138510,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.92857143
138524,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,4
138645,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.71428571
138997,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.62941177
139014,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.675
139037,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.86428571
139095,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.61333333
139286,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.92941177
139297,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.95
139397,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.4
139420,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,4
139451,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.77777778
139468,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3
139646,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.86
139649,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.52941177
139701,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.94705882
139702,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.94
139728,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.8875
139749,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.20666667
139797,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.9
139825,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,2.66
139832,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.44615385
139891,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,4
140091,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.6
140136,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,4
140142,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.86
140290,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.92352941
140520,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.6875
140543,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.62941177
140568,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.57647059
140641,202120,Spring 2021,PHYS22000,26670,,,Undergraduate,3.3
140895,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.86666667
140943,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.55555556
140944,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.69285714
140962,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.4
140971,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.29230769
141063,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.86
141121,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.85714286
141131,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,4
141150,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,4
141164,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,4
141349,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.8
141442,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.3
141444,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.64117647
141469,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.1
141583,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.68
141688,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.86
141746,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.29285714
141788,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.18823529
141808,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.2
141866,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,1
141894,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.77058824
141946,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.43333333
141975,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.61666667
141997,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.18666667
142009,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.48
142109,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.7
142192,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.66
142357,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.81875
142393,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,4
142441,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3
142739,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.87647059
